商品コード,SKUコード,商品名,契約区分,規格１名,荷主コード,荷主名,産地コード,産地名,単位,在庫数,発注先企業コード,発注先部署コード,発注先部署名,発注先担当者コード,発注先担当者名,ＪＡＮコード,納品予定日_開始,納品予定日_終了,入荷日,ロット番号,ロット行,ロット枝,倉庫コード,特記事項,配送締切時間,配送日数,商談有無,値引有無
505078784,505078784,いか鹿の子短冊120g,2,1,,,,,3,0,1,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505081114,505081114,ﾎﾞｲﾙﾀﾗﾊﾞｶﾞﾆﾊｰﾌﾎﾟｰｼｮﾝ800g化粧箱,2,8,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,4.56E+12,,,,,,,,,,,0,0
505082461,505082461,金目鯛昆布白醤油干し2枚(約120g/枚),2,1,,,,,3,0,1,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505083922,505083922,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆﾊｰﾌﾎﾟｰｼｮﾝ550gﾊﾞﾙﾀﾞｲ種,2,8×2,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301000439,301000439,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ2L(250ｰ300g/肩)5kg,2,1,,,,,2,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301002113,301002113,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ3L(7-8肩/2kg)2kg化粧箱,2,4,,,,,2,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
303048642,303048642,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ爪ﾎﾟｰｼｮﾝ31-40個/kg 1kg,2,6×2,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501012451,501012451,煮穴子ｽﾗｲｽ8g×20枚(旧),2,50,,,,,3,0,1,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
501015648,501015648,生ﾀﾗﾊﾞｶﾞﾆｼｭﾘﾝｸﾊﾟｯｸ4L(NET600g/肩),2,5×2,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,4.56E+12,,,,,,,,,,,0,0
505070426,505070426,養殖ぶりｽｷﾝﾚｽﾛｲﾝｶｯﾄ1kg,2,12,,,,,3,0,1,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505076299,505076299,真烏賊ｾｯﾄ,2,10×2,,,,,3,0,1,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505083930,505083930,ﾎﾞｲﾙﾀﾗﾊﾞｶﾞﾆﾊｰﾌﾎﾟｰｼｮﾝ800g化粧箱ﾆｼﾅ用,2,8,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,4.56E+12,,,,,,,,,,,0,0
301001416,301001416,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ4L(5-6肩/ｹｰｽ)2kg化粧箱,2,4,,,,,2,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301800862,2.10529E+13,解凍塩ﾏﾀﾞﾗﾌｨｰﾚ3kg,1,1,144130,ﾓﾘﾋﾛ水産,USA,ｱﾒﾘｶ,1,3,1,110116,鮮魚  特種,89181,土屋  伊佐夫,,2021/5/31 0:00,2021/5/31 0:00,2021/5/31 0:00,2105290132,1,1,991010,,,,0,0
303044139,303044139,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ2本爪ﾎﾟｰｼｮﾝ31ｰ40個/kg 1kg,2,6×2,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501012558,501012558,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ爪下棒肉(約130本)1kg,2,12,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
505080253,505080253,養殖ｽﾁｰﾑかきむき身L(36-45個/kg,2,10,,,,,3,0,1,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505083185,505083185,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆﾊｰﾌﾎﾟｰｼｮﾝ250g,2,20×2,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,4.98E+12,,,,,,,,,,,0,0
303046398,303046398,切ﾜﾀﾘｶﾞﾆ2L(11-15肩/kg)1kg,2,12,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
303054858,303054858,ﾜﾀﾘｶﾞﾆ(ｶﾞｻﾞﾐ)ｵｽ8尾/4kg,2,1,,,,,1,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501010684,501010684,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆﾊｰﾌﾎﾟｰｼｮﾝ250gﾊﾞﾙﾀﾞｲ種ｴﾌﾞﾘｲ用,2,16×2,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,4.56E+12,,,,,,,,,,,0,0
501011718,501011718,生ｽﾞﾜｲｶﾞﾆ5L(300-350g/肩)ﾊｰﾌﾎﾟｰｼｮﾝ2㎏化粧箱,2,3,,,,,2,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501016442,501016442,ﾎﾞｲﾙ紅ｽﾞﾜｲｶﾞﾆ棒くずれ(上)250g,2,24×2,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
505079778,505079778,ﾎﾞｲﾙﾀﾞｺ120g,2,1,,,,,3,0,1,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505084697,505084697,生ｽﾞﾜｲｶﾞﾆ南蛮付き棒ﾎﾟｰｼｮﾝ25本/500g,2,12,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301000854,301000854,ﾎﾞｲﾙ毛ｶﾞﾆ7尾/4kg,2,7×2,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
303043603,303043603,生ｽﾞﾜｲｶﾞﾆH(欠損品)5kg,2,1,,,,,1,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501011031,501011031,生ｽﾞﾜｲｶﾞﾆﾊｰﾌﾎﾟｰｼｮﾝ350gﾊﾞﾙﾀﾞｲ種,2,12×2,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,4.55E+12,,,,,,,,,,,0,0
501011176,501011176,養殖ｻｰﾓﾝﾄﾗｳﾄｽﾗｲｽ8g×4枚 8ｾｯﾄ,2,20×2,,,,,3,0,1,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
501014536,501014536,生ｽﾞﾜｲｶﾞﾆ棒ﾎﾟｰｼｮﾝ20本/500g生食可,2,2×6,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
505080578,505080578,ﾎﾞｲﾙﾀﾞｺ100g,2,1,,,,,3,0,1,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505083457,505083457,紋甲いか巻芯250g×10本,2,40,,,,,3,0,1,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
301000880,301000880,ﾎﾞｲﾙ紅ｽﾞﾜｲｶﾞﾆ姿8尾/3kg,2,2,,,,,2,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301004128,301004128,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ爪切目入り16-20個/kg 1kg,2,6×2,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301412142,2.1053E+13,養殖ﾏｻﾊﾞ1尾500-600g,1,不定貫,115212,香川県漁連,JPN78,大分県沖,4,12,1,110111,鮮魚  青物,89507,桑田  恵一,,2021/5/31 0:00,2021/5/31 0:00,2021/5/31 0:00,2105300013,1,1,991010,活き〆　1尾約0.6?,,,0,0
303052175,303052175,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ爪切目入り26-30個/kg 1kg,2,6×2,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
505083923,505083923,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆﾊｰﾌﾎﾟｰｼｮﾝ800gﾊﾞﾙﾀﾞｲ種,2,6×2,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
701001679,2.10528E+13,ｶﾏｽ(ｱｶｶﾏｽ)200-250g/尾 約3kg,1,1,140117,丸和鮮魚,44,大分県,1,4,1,110111,鮮魚  青物,89507,桑田  恵一,,2021/5/31 0:00,2021/5/31 0:00,2021/5/29 0:00,2105280430,1,1,991010,定置　14〜15入,,,0,0
701050205,701050205,養殖ﾏﾀﾞｲ1尾約1.0kg,1,不定貫,,,38,愛媛県,4,0,1,110115,鮮魚  養魚,89194,武政  佑一朗,,2021/5/31 0:00,2021/5/31 0:00,,,,,,,,,0,0
301002418,301002418,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆL(200ｰ250g/肩)5kg,2,1,,,,,1,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301004195,301004195,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ爪切目入り31-35個/kg 1kg,2,6×2,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
303042960,303042960,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ爪ﾎﾟｰｼｮﾝ4L(21-30個/kg)1kg,2,6×2,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
303054108,303054108,生ｽﾞﾜｲｶﾞﾆ2L(250-300g/肩)5kg,2,1,,,,,1,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
505078126,505078126,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆL(4-6肩/㎏）1㎏化粧箱,2,8,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,4.56E+12,,,,,,,,,,,0,0
505082092,505082092,ﾋﾞﾝﾁｮｳ(ﾋﾞﾝﾅｶﾞ)ｽﾗｲｽ10g×20枚,2,40,,,,,3,0,1,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505083553,505083553,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆﾊｰﾌﾎﾟｰｼｮﾝ400g(4-5本/P),2,12×2,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,4.56E+12,,,,,,,,,,,0,0
301004325,301004325,生ｽﾞﾜｲｶﾞﾆ3L(300-350g/肩)5kg,2,1,,,,,1,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
303047640,303047640,生ﾀﾗﾊﾞｶﾞﾆGR(1.1-1.4Kg/肩)2.5kg,2,1,,,,,1,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
303052060,303052060,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ爪ﾎﾟｰｼｮﾝ切目入り21-25個/kg 1kg,2,6×2,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
303053327,303053327,ﾎﾞｲﾙ毛ｶﾞﾆ12尾/4kg,2,12×2,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501015888,501015888,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ4L3肩（約1200g),2,4×2,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,4.98E+12,,,,,,,,,,,0,0
501016379,501016379,ﾎﾞｲﾙ紅ｽﾞﾜｲｶﾞﾆ棒ﾎﾟｰｼｮﾝL20本/320g,2,10×3,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
505071588,505071588,あじのみりん干し2枚(約110g/枚),2,1,,,,,3,0,1,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505083466,505083466,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆﾊｰﾌﾎﾟｼｮﾝ400gﾊﾞﾙﾀﾞｲ種,2,12×2,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,4.56E+12,,,,,,,,,,,0,0
505084237,505084237,ﾎﾞｲﾙ紅ｽﾞﾜｲｶﾞﾆ爪ﾎﾟｰｼｮﾝ2L(41-50個/kg)1kg,2,12,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301000728,301000728,生ﾀﾗﾊﾞｶﾞﾆ5L(約3肩/3kg)3kg,2,2,,,,,2,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301000861,301000861,ﾜﾀﾘｶﾞﾆ(ﾀｲﾜﾝｶﾞｻﾞﾐ)ﾒｽ150-200g/尾 5kg,2,計量 5kg×2,,,,,4,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301003607,301003607,ﾎﾞｲﾙﾀﾗﾊﾞｶﾞ5L(1300-1500g/肩)7kg,2,1,,,,,1,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301004262,301004262,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ爪4L(21-25個/700g)kg 700kg,2,6×2,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,4.59E+12,,,,,,,,,,,0,0
303033786,303033786,ﾎﾞｲﾙﾍﾞﾆｽﾞﾜｲｶﾞﾆﾌﾚｰｸ500g,2,12×2,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
303053896,303053896,無頭開きｱﾅｺﾞ100-150g/尾 10kg,2,1,,,,,1,0,1,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
501010172,501010172,ﾎﾞｲﾙ車海老開き3L(10-11cm)10尾,2,40×2,,,,,3,0,1,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
501012458,501012458,むきえび大200g,2,1,,,,,3,0,1,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
501012995,501012995,生ｽﾞﾜｲｶﾞﾆ棒ﾎﾟｰｼｮﾝ5L15本/500g生食可,2,2×10,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501013785,501013785,ﾎﾞｲﾙ南ﾀﾗﾊﾞｶﾞﾆﾊｰﾌﾎﾟｰｼｮﾝ350gF,2,12×2,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,4.56E+12,,,,,,,,,,,0,0
501014335,501014335,生ｽﾞﾜｲｶﾞﾆ南蛮付き棒ﾎﾟｰｼｮﾝ25本/500g,2,8×2,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
505071178,505071178,頭肉付寿司ｴﾋﾞVM(9-10cm)20尾,2,20×3,,,,,3,0,1,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505076822,505076822,さばの塩麹干し3枚(約100g/枚),2,1,,,,,3,0,1,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505080428,505080428,養殖ｱﾄﾗﾝﾃｨｯｸｻｰﾓﾝﾊﾗｽﾛｲﾝ1kg,2,10,,,,,3,0,1,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505083417,505083417,むきえび120g,2,1,,,,,3,0,1,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505084263,505084263,あごおとし150g,2,12×3,,,,,3,0,1,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,4.98E+12,,,,,,,,,,,0,0
301002687,301002687,生ｽﾞﾜｲｶﾞﾆL(200-250g/肩)5kg,2,1,,,,,2,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301002851,301002851,切ﾜﾀﾘｶﾞﾆ2L(11-15肩/kg)1kg,2,12,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501011650,501011650,たこ照焼6切(約12g/切),2,40×2,,,,,3,0,1,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,4.97E+12,,,,,,,,,,,0,0
505026847,505026847,縞ほっけの干物3枚(約100g/枚),2,1,,,,,3,0,1,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505080821,505080821,ﾎﾞｲﾙﾀﾗﾊﾞｶﾞﾆｾﾝﾀｰｶｯﾄ550g,2,8×2,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,4.56E+12,,,,,,,,,,,0,0
505083487,505083487,するめいか下足開き9-11g×20枚,2,50,,,,,3,0,1,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
301002526,301002526,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ姿8尾/3kg,2,2,,,,,2,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301002573,301002573,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ2L(9-10肩/2kg)2kg化粧箱,2,4,,,,,2,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301003593,301003593,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ2本爪ﾎﾟｰｼｮﾝ26-30個/kg 1kg,2,10,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
303052440,303052440,ﾜﾀﾘｶﾞﾆｵｽ7尾/2.4kg,2,7,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501010032,501010032,生ｽﾞﾜｲｶﾞﾆ棒ﾎﾟｰｼｮﾝ15本/500g,2,12,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501011237,501011237,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ(4-6肩/㎏）1㎏化粧箱,2,8,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501011651,501011651,生ｽﾞﾜｲｶﾞﾆ3L(5-6肩/1.5㎏)1.5㎏化粧箱,2,3,,,,,2,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
505071478,505071478,煮穴子ｽﾗｲｽ6g×20枚,2,25×2,,,,,3,0,1,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505081143,505081143,養殖ぶりｽﾗｲｽ13g×10枚,2,15×6,,,,,3,0,1,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505083926,505083926,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆﾊｰﾌﾎﾟｰｼｮﾝ500g,2,8×2,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,4.56E+12,,,,,,,,,,,0,0
301002286,301002286,切ﾜﾀﾘｶﾞﾆM(21-25肩/kg)1kg,2,12,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
303049505,303049505,ﾎﾞｲﾙｱﾌﾞﾗｶﾞﾆH(欠損品)約25kg,2,不定貫 約25kg,,,,,4,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501014419,501014419,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ2本爪ﾎﾟｰｼｮﾝ3L(21-30個/kg)1kg,2,12,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501016541,501016541,生ｽﾞﾜｲｶﾞﾆ棒ﾎﾟｰｼｮﾝ20本/500g生食可,2,2×6,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
505067266,505067266,ｶﾗｽｶﾞﾚｲｴﾝｶﾞﾜ3cmUP1kg,2,10,,,,,3,0,1,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505074768,505074768,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆﾌﾚｰｸ300g,2,30,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
505080781,505080781,ﾎﾞｲﾙﾏﾙｽﾞﾜｲｶﾞﾆ棒肉80-110本/1㎏,2,6×2,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
505082091,505082091,ｷﾊﾀﾞｽﾗｲｽ9g×20枚,2,40,,,,,3,0,1,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
301000939,301000939,生ｽﾞﾜｲｶﾞﾆ5L(8肩/3kg)3kgﾊﾞﾙﾀﾞｲ種,2,2,,,,,2,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
303044662,303044662,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ爪ﾎﾟｰｼｮﾝ切目入り26-30個/kg 1kg,2,6×2,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
303052176,303052176,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ爪ﾎﾟｰｼｮﾝ切目入り31-35個/kg 1kg,2,6×2,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501011633,501011633,生ｽﾞﾜｲｶﾞﾆ棒ﾎﾟｰｼｮﾝ25本/500g生食可,2,2×8,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501013046,501013046,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆﾊｰﾌﾎﾟｰｼｮﾝ600g,2,8×2,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,4.98E+12,,,,,,,,,,,0,0
501014003,501014003,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ2本爪ﾎﾟｰｼｮﾝL(41-50個/㎏)1㎏,2,12,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301004453,301004453,生ﾀﾗﾊﾞｶﾞﾆ5L(2肩/2kg)2kg,2,3,,,,,2,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301004811,301004811,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ3L(約300g/肩)5kg,2,1,,,,,1,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
303041629,303041629,ﾏｸﾞﾛﾀﾀｷ210g,2,20,,,,,3,0,1,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
303053326,303053326,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆｼｭﾘﾝｸ5L(6-7肩/3kg)3kg,2,2,,,,,2,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
505024047,505024047,きんめの干物2枚(約120g/枚),2,1,,,,,3,0,1,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505063011,505063011,さばﾌｨｰﾚ干し2枚(約80g/枚),2,12×3,,,,,3,0,1,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,4.58E+12,,,,,,,,,,,0,0
505072126,505072126,金目鯛の醤油糀干し3枚(約120g/枚),2,1,,,,,3,0,1,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
301000763,301000763,生ｽﾞﾜｲｶﾞﾆ4L(350-400g/肩)5kg,2,1,,,,,1,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301003601,301003601,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ姿6尾/4kg,2,2,,,,,2,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301004300,301004300,生ｽﾞﾜｲｶﾞﾆ3L(300-350g/肩)5kg,2,1,,,,,1,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501011317,501011317,ﾎﾞｲﾙ紅ｽﾞﾜｲｶﾞﾆ棒ﾎﾟｰｼｮﾝ20本/250g(-18℃以下),2,12×3,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501011807,501011807,あじの昆布白醤油干し4枚(約100g/枚),2,1,,,,,3,0,1,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
501011883,501011883,ﾄﾗｳﾄｽﾗｲｽ7g×10枚,2,50×2,,,,,3,0,1,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
501017061,501017061,生ｽﾞﾜｲｶﾞﾆ棒ﾎﾟｰｼｮﾝ15本/500g生食可,2,2×8,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
505070411,505070411,ﾎﾞｲﾙﾀﾗﾊﾞｶﾞﾆﾊｰﾌﾎﾟｰｼｮﾝ1㎏化粧箱,2,8,,,,,3,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,4.56E+12,,,,,,,,,,,0,0
301001988,301001988,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ姿6尾/3kg,2,2,,,,,2,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301002385,301002385,ﾎﾞｲﾙﾄｹﾞｽﾞﾜｲｶﾞﾆM(150-200g/肩)5kg,2,1,,,,,1,0,1,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
